Date,Close
2/12/19,4.74
2/13/19,4.74
2/14/19,4.7
2/15/19,4.74
2/19/19,4.66
2/20/19,4.67
2/21/19,4.64
2/22/19,4.75
2/25/19,4.94
2/26/19,4.89
2/27/19,5.15
2/28/19,5.32
3/1/19,5.43
3/4/19,5.28
3/5/19,5.25
3/6/19,5.08
3/7/19,5.13
3/8/19,5.06
3/11/19,5.52
3/12/19,5.35
3/13/19,5.37
3/14/19,5.33
3/15/19,5.32
3/18/19,5.43
3/19/19,5.59
3/20/19,5.53
3/21/19,5.37
3/22/19,5.15
3/25/19,4.79
3/26/19,4.9
3/27/19,4.89
3/28/19,5.17
3/29/19,4.98
4/1/19,4.91
4/2/19,4.96
4/3/19,4.91
4/4/19,4.9
4/5/19,4.87
4/8/19,4.77
4/9/19,4.72
4/10/19,4.7
4/11/19,4.65
4/12/19,4.66
4/15/19,4.64
4/16/19,4.6
4/17/19,4.51
4/18/19,4.51
4/22/19,4.5
4/23/19,4.51
4/24/19,4.68
4/25/19,4.74
4/26/19,4.91
4/29/19,4.91
4/30/19,4.79
5/1/19,3.79
5/2/19,3.66
5/3/19,3.47
5/6/19,3.45
5/7/19,3.39
5/8/19,3.48
5/9/19,3.29
5/10/19,3.18
5/13/19,3.17
5/14/19,3.05
5/15/19,3.09
5/16/19,3.04
5/17/19,3.03
5/20/19,2.93
5/21/19,3
5/22/19,2.98
5/23/19,2.93
5/24/19,2.94
5/28/19,2.84
5/29/19,2.88
5/30/19,2.91
5/31/19,2.84
6/3/19,2.89
6/4/19,2.85
6/5/19,2.82
6/6/19,2.82
6/7/19,3.01
6/10/19,2.99
6/11/19,3
6/12/19,3.15
6/13/19,3.15
6/14/19,3.21
6/17/19,3.33
6/18/19,3.42
6/19/19,3.42
6/20/19,3.42
6/21/19,3.33
6/24/19,3.23
6/25/19,3.15
6/26/19,3.08
6/27/19,3.24
6/28/19,3.13
7/1/19,3.38
7/2/19,3.26
7/3/19,3.23
7/5/19,3.18
7/8/19,3.07
7/9/19,3.05
7/10/19,2.88
7/11/19,2.87
7/12/19,2.92
7/15/19,2.86
7/16/19,2.76
7/17/19,2.89
7/18/19,2.82
7/19/19,2.77
7/22/19,2.67
7/23/19,2.54
7/24/19,2.6
7/25/19,2.62
7/26/19,2.64
7/29/19,2.6
7/30/19,2.71
7/31/19,2.6
8/1/19,2.58
8/2/19,2.51
8/5/19,2.47
8/6/19,2.47
8/7/19,2.49
8/8/19,2.53
8/9/19,2.54
8/12/19,2.56
8/13/19,2.67
8/14/19,2.64
8/15/19,2.59
8/16/19,2.53
8/19/19,2.75
8/20/19,2.64
8/21/19,2.6
8/22/19,2.54
8/23/19,2.42
8/26/19,2.44
8/27/19,2.29
8/28/19,2.35
8/29/19,2.64
8/30/19,2.59
9/3/19,2.57
9/4/19,2.67
9/5/19,2.62
9/6/19,2.65
9/9/19,2.79
9/10/19,2.87
9/11/19,2.8
9/12/19,2.7
9/13/19,2.86
9/16/19,2.83
9/17/19,2.77
9/18/19,2.77
9/19/19,2.74
9/20/19,2.68
9/23/19,2.41
9/24/19,2.57
9/25/19,2.54
9/26/19,2.47
9/27/19,2.43
9/30/19,2.39
10/1/19,2.35
10/2/19,2.29
10/3/19,2.3
10/4/19,2.27
